Age,Monthy Earnings,Gender,Home Loan,How much aware are you about solar?,How much do you expect to at least save on your average electricity bill by installing a solar panel system?,Marital Status,Rooms,New Floor,Budget,Percentage of roof dedicated,Workplace,Would you like to go for solar,Which city is your house at?
25-35,70000- 1 lakh,Male,Yes,5,21% - 30%,Single,4,No,50000- 1 Lac,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
15-25,Less than 20000,Male,No,4,31% - 40%,Single,5+,No,50000- 1 Lac,26-50%,student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Dehradun
35-60,20000 - 70000,Male,No,4,21% - 30%,Married,3,Yes,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bangalore
25-35,70000- 1 lakh,Male,Yes,3,31% - 40%,Married,1,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Ghaziabad
15-25,1 lakh +,Male,Yes,5,41% - 50%,Single,3,No,50000- 1 Lac,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Agra
15-25,Less than 20000,Male,No,5,21% - 30%,Single,3,No,Less than 50000,26-50%,Private,No I'd not like to buy solar,Noida
15-25,Less than 20000,Female,No,1,10% - 20%,Single,2,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
15-25,70000- 1 lakh,Female,No,4,10% - 20%,Single,4,No,Less than 50000,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,O.ganj
15-25,Less than 20000,Female,No,2,10% - 20%,Single,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Karnal
15-25,1 lakh +,Male,No,5,21% - 30%,Single,5+,No,1 Lac - 2 Lacs,51-75%,NA,Saving 1000+/month saving on electricity bill after spending 45000/KW,Hyderabad
25-35,1 lakh +,Male,Yes,3,31% - 40%,Single,4,No,1 Lac - 2 Lacs,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Jharkhand
15-25,Less than 20000,Female,No,4,>50%,Single,2,No,Less than 50000,<25%,Still studying,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,GreaterNoida
15-25,20000 - 70000,Female,Yes,3,31% - 40%,Single,4,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Bangalore
15-25,20000 - 70000,Female,No,4,>50%,Single,3,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Hyderabad
25-35,20000 - 70000,Male,Yes,3,10% - 20%,Single,4,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Belgaum
15-25,20000 - 70000,Female,No,1,21% - 30%,Single,3,No,50000- 1 Lac,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Doimukh
15-25,1 lakh +,Male,No,5,10% - 20%,Single,4,Yes,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Ghaziabad
15-25,1 lakh +,Female,No,3,31% - 40%,Single,3,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Varanasi
15-25,1 lakh +,Male,No,5,>50%,Single,3,No,Less than 50000,<25%,Student,No I'd not like to buy solar,Chennai
15-25,70000- 1 lakh,Male,Yes,4,10% - 20%,Single,5+,No,50000- 1 Lac,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Asansol
25-35,20000 - 70000,Male,No,3,10% - 20%,Single,3,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Kokrajhar
15-25,70000- 1 lakh,Female,No,4,21% - 30%,Single,5+,Yes,1 Lac - 2 Lacs,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
25-35,70000- 1 lakh,Female,No,4,31% - 40%,Single,5+,No,Less than 50000,>75%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,guwahati
15-25,20000 - 70000,Female,No,5,41% - 50%,Single,5+,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
15-25,70000- 1 lakh,Female,No,5,31% - 40%,Single,3,No,50000- 1 Lac,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,GUWAHATI
15-25,Less than 20000,Female,No,3,21% - 30%,Single,4,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Guwahati
15-25,20000 - 70000,Male,Yes,4,21% - 30%,Single,5+,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
15-25,20000 - 70000,Male,No,4,10% - 20%,Single,5+,No,Less than 50000,51-75%,Business,No I'd not like to buy solar,Delhi
25-35,1 lakh +,Male,No,4,21% - 30%,Single,4,No,50000- 1 Lac,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
15-25,20000 - 70000,Female,No,3,41% - 50%,Single,2,No,Less than 50000,<25%,Student,No I'd not like to buy solar,Dehradun
25-35,20000 - 70000,Female,No,4,21% - 30%,Married,2,No,50000- 1 Lac,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
35-60,20000 - 70000,Female,No,5,21% - 30%,Married,4,No,Less than 50000,>75%,Government,No I'd not like to buy solar,Dehradun
35-60,20000 - 70000,Male,No,5,21% - 30%,Married,2,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Hyderabad
15-25,1 lakh +,Male,Yes,3,31% - 40%,Single,5+,No,Less than 50000,26-50%,Film Industry,No I'd not like to buy solar,GUWAHATI
35-60,20000 - 70000,Female,No,3,21% - 30%,Married,3,No,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
15-25,1 lakh +,Male,No,4,41% - 50%,Single,5+,Yes,Less than 50000,<25%,Unemployed,No I'd not like to buy solar,Kolkata
15-25,Less than 20000,Male,No,5,>50%,Single,1,No,50000- 1 Lac,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Hyderabad
25-35,20000 - 70000,Male,Yes,5,31% - 40%,Single,4,No,50000- 1 Lac,>75%,Private,No I'd not like to buy solar,Khairthabad
25-35,Less than 20000,Female,No,1,21% - 30%,Married,2,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Hyderabad
25-35,70000- 1 lakh,Male,No,5,>50%,Married,5+,No,1 Lac - 2 Lacs,>75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
15-25,70000- 1 lakh,Female,No,5,41% - 50%,Single,5+,No,50000- 1 Lac,26-50%,teaching,Saving 1000+/month saving on electricity bill after spending 45000/KW,VADODARA
25-35,Less than 20000,Male,No,3,10% - 20%,Single,1,No,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Hyderabad
25-35,1 lakh +,Female,No,3,>50%,Married,5+,No,Less than 50000,<25%,Not working now,Saving 1000+/month saving on electricity bill after spending 45000/KW,Jajpur
25-35,20000 - 70000,Male,No,5,21% - 30%,Single,5+,No,50000- 1 Lac,26-50%,I am a student at IIM KASHIPUR,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Moradabad
35-60,20000 - 70000,Male,No,5,21% - 30%,Married,5+,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Moradabad
15-25,Less than 20000,Male,No,2,31% - 40%,Single,5+,No,Less than 50000,>75%,I am a Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Mumbai
15-25,20000 - 70000,Male,No,3,21% - 30%,Single,2,No,50000- 1 Lac,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Hyderabad
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,3,Yes,Less than 50000,26-50%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Coimbatore
25-35,20000 - 70000,Male,No,5,21% - 30%,Single,2,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kanpur
15-25,20000 - 70000,Male,Yes,3,10% - 20%,Single,4,No,Less than 50000,26-50%,Student ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Pimpri-Chinchwad
25-35,20000 - 70000,Male,No,2,10% - 20%,Single,4,No,Less than 50000,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhopal
15-25,20000 - 70000,Male,Yes,5,31% - 40%,Single,2,Yes,Less than 50000,51-75%,Studying in IIM KASHIPUR ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kollam
15-25,70000- 1 lakh,Male,No,4,10% - 20%,Single,3,No,50000- 1 Lac,<25%,Student,No I'd not like to buy solar,Hajipur
15-25,20000 - 70000,Male,No,3,10% - 20%,Single,5+,No,Less than 50000,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
15-25,1 lakh +,Male,Yes,3,31% - 40%,Single,5+,Yes,50000- 1 Lac,26-50%,Private,No I'd not like to buy solar,Guwahati
25-35,1 lakh +,Male,No,1,21% - 30%,Single,3,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Biharsharif
15-25,Less than 20000,Male,No,5,>50%,Single,5+,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,NEWTOWN
25-35,Less than 20000,Male,No,5,10% - 20%,Single,5+,No,2 Lacs +,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kolkata
25-35,20000 - 70000,Male,No,5,21% - 30%,Single,4,Yes,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,MUMBAI
15-25,20000 - 70000,Male,No,3,10% - 20%,Single,1,No,Less than 50000,<25%,Student,No I'd not like to buy solar,Kolkata
25-35,20000 - 70000,Male,No,4,31% - 40%,Single,4,Yes,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kolkata
25-35,20000 - 70000,Male,No,2,21% - 30%,Single,5+,Yes,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kolkata
25-35,20000 - 70000,Male,No,3,31% - 40%,Single,2,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Hyd
15-25,20000 - 70000,Male,No,5,>50%,Single,4,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Newdelhi
25-35,20000 - 70000,Male,No,5,21% - 30%,Single,3,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Gaya
15-25,20000 - 70000,Male,No,3,41% - 50%,Single,4,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,KOLKATA
15-25,70000- 1 lakh,Male,No,4,10% - 20%,Single,5+,No,50000- 1 Lac,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,KOLKATA
25-35,20000 - 70000,Male,No,4,10% - 20%,Single,5+,No,50000- 1 Lac,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,BALLARPUR
15-25,1 lakh +,Male,No,5,41% - 50%,Single,5+,No,1 Lac - 2 Lacs,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kolkata
15-25,20000 - 70000,Male,No,3,21% - 30%,Single,4,No,50000- 1 Lac,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Guwahati
15-25,1 lakh +,Female,No,2,21% - 30%,Single,5+,No,Less than 50000,26-50%,Studying,No I'd not like to buy solar,
25-35,20000 - 70000,Male,No,4,41% - 50%,Single,4,No,1 Lac - 2 Lacs,>75%,Private,No I'd not like to buy solar,Guwahati
15-25,Less than 20000,Male,No,1,10% - 20%,Single,4,Yes,Less than 50000,<25%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kolkata
25-35,1 lakh +,Female,No,3,>50%,Single,2,No,Less than 50000,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kodinar
15-25,20000 - 70000,Male,No,4,10% - 20%,Single,3,No,Less than 50000,26-50%,I'm a student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Karnal
15-25,1 lakh +,Male,Yes,4,21% - 30%,Single,3,No,50000- 1 Lac,>75%,Student at IIM Kashipur,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Ghaziabad
15-25,20000 - 70000,Male,No,3,31% - 40%,Single,3,No,50000- 1 Lac,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
15-25,70000- 1 lakh,Male,No,3,31% - 40%,Single,3,No,Less than 50000,<25%,STUDENT,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kolkata
15-25,1 lakh +,Male,No,4,21% - 30%,Single,5+,No,50000- 1 Lac,26-50%,Student ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
15-25,20000 - 70000,Female,No,3,31% - 40%,Single,3,No,Less than 50000,26-50%,Private,No I'd not like to buy solar,Almora
15-25,Less than 20000,Male,No,4,21% - 30%,Single,3,No,Less than 50000,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Saharsa
15-25,20000 - 70000,Male,Yes,3,31% - 40%,Single,5+,No,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,
15-25,20000 - 70000,Female,No,3,41% - 50%,Single,5+,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bhimtal
15-25,1 lakh +,Male,No,3,21% - 30%,Single,5+,No,Less than 50000,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
25-35,20000 - 70000,Female,No,5,10% - 20%,Married,3,No,Less than 50000,<25%,Housewife,No I'd not like to buy solar,Gauhati
35-60,20000 - 70000,Male,No,3,31% - 40%,Married,5+,No,Less than 50000,<25%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Sircilla
15-25,20000 - 70000,Female,Yes,2,31% - 40%,Single,5+,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Mumbai
25-35,20000 - 70000,Male,No,1,31% - 40%,Single,2,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Faridabad
25-35,Less than 20000,Male,No,3,10% - 20%,Married,5+,No,Less than 50000,<25%,Private,No I'd not like to buy solar,saharsa
15-25,Less than 20000,Male,No,3,>50%,Single,4,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Guwahati
15-25,Less than 20000,Male,No,3,21% - 30%,Single,4,No,Less than 50000,26-50%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Guwahati
25-35,20000 - 70000,Female,No,2,31% - 40%,Married,2,No,Less than 50000,26-50%,Housewife ,No I'd not like to buy solar,Maharajganj
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,Less than 50000,<25%,Currently not working ,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Satara
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,4,No,50000- 1 Lac,51-75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Gurgaon
15-25,1 lakh +,Male,No,4,31% - 40%,Single,4,Yes,1 Lac - 2 Lacs,>75%,Student ,Saving 1000+/month saving on electricity bill after spending 45000/KW,SAHARANPUR
15-25,20000 - 70000,Male,No,5,41% - 50%,Single,5+,No,Less than 50000,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guntur
15-25,1 lakh +,Male,No,2,21% - 30%,Single,4,No,50000- 1 Lac,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Lucknow
25-35,1 lakh +,Male,No,3,31% - 40%,Single,5+,No,Less than 50000,26-50%,Studying ,Saving 1000+/month saving on electricity bill after spending 45000/KW,NewDelhi
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,2,No,Less than 50000,<25%,Retired ,No I'd not like to buy solar,Thrissur
15-25,70000- 1 lakh,Male,Yes,4,10% - 20%,Single,3,No,50000- 1 Lac,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Nagercoil
15-25,70000- 1 lakh,Male,Yes,3,10% - 20%,Single,2,Yes,Less than 50000,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Jaipur
15-25,Less than 20000,Male,No,3,31% - 40%,Single,3,No,Less than 50000,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Chittaranjan
25-35,1 lakh +,Male,No,5,21% - 30%,Single,4,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Lucknow
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Ranchi
15-25,70000- 1 lakh,Male,Yes,5,21% - 30%,Single,3,No,50000- 1 Lac,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Jamshedpur
25-35,1 lakh +,Male,Yes,5,21% - 30%,Married,5+,No,2 Lacs +,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,farrukhabad
25-35,20000 - 70000,Male,No,5,21% - 30%,Single,4,No,Less than 50000,<25%,Government,No I'd not like to buy solar,Guwahati
15-25,20000 - 70000,Female,Yes,4,31% - 40%,Single,5+,No,Less than 50000,<25%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Ghaziabad
15-25,70000- 1 lakh,Female,No,2,31% - 40%,Single,3,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Guwahati
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,2,No,50000- 1 Lac,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bokarosteelcity
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,3,Yes,1 Lac - 2 Lacs,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,bhopal
60+,Less than 20000,Female,Yes,1,>50%,Double divorce,5+,No,2 Lacs +,>75%,BBC,No I'd not like to buy solar,Guwahati
15-25,20000 - 70000,Female,No,4,>50%,Single,4,No,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Sultanpur
15-25,70000- 1 lakh,Male,No,3,>50%,Single,5+,No,2 Lacs +,>75%,Business,No I'd not like to buy solar,Delhi
25-35,1 lakh +,Male,No,4,>50%,Single,3,No,Less than 50000,26-50%,College,No I'd not like to buy solar,Trivandrum
15-25,70000- 1 lakh,Male,No,5,21% - 30%,Single,5+,No,50000- 1 Lac,>75%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Gaya
25-35,20000 - 70000,Male,Yes,4,21% - 30%,Single,3,No,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
15-25,1 lakh +,Male,No,3,31% - 40%,Single,5+,No,Less than 50000,26-50%,Independent,No I'd not like to buy solar,Noida
